cgpa,aptitude,communication,skills,internships,projects,shortlisted
6.87,88,61,5,0,0,0
6.99,55,81,4,0,6,1
7.7,68,69,6,0,1,0
6.66,61,70,2,1,6,1
7.71,55,75,5,2,0,0
9.14,81,75,5,1,4,1
8.02,78,53,7,1,3,1
7.15,88,88,6,2,3,1
7.02,43,73,6,1,1,0
6.84,85,69,7,1,2,0
8.38,100,77,5,1,4,1
6.57,63,75,4,3,5,1
7.25,98,81,7,0,3,1
7.25,66,78,6,0,3,0
6.7,49,81,4,0,1,1
5.83,65,89,6,2,4,1
7.52,85,83,7,1,2,1
7.14,57,69,8,0,1,0
7.7,60,57,8,4,4,1
6.67,78,93,4,3,3,1
8.42,70,68,4,4,0,1
6.32,78,65,3,0,1,0
8.91,73,49,4,3,4,0
5.45,77,76,7,0,1,0
7.63,63,73,4,0,5,1
7.68,73,52,5,1,2,1
6.4,56,77,5,1,1,0
7.62,89,65,6,0,4,0
8.48,60,100,3,1,3,1
4.98,86,64,4,2,2,1
7.7,66,66,4,1,3,1
4.71,73,60,4,1,0,0
6.23,62,88,8,0,4,1
8.83,54,67,6,3,3,1
6.62,43,62,5,0,4,0
6.03,54,81,7,1,4,0
7.0,65,54,4,0,4,0
9.27,73,80,6,3,4,1
5.37,85,95,3,0,4,0
6.15,63,79,6,1,3,1
8.7,56,80,5,1,3,1
9.06,48,83,3,3,1,0
7.1,77,94,4,0,4,1
5.96,90,87,4,1,4,1
9.3,88,77,6,0,2,1
8.79,80,83,2,4,5,1
7.88,79,60,5,1,3,0
6.39,95,82,6,1,3,1
7.15,74,58,5,1,0,0
7.04,79,67,6,0,3,1
7.53,65,31,3,0,4,0
8.65,49,77,5,1,1,0
8.08,59,63,7,4,3,0
6.12,69,86,5,1,6,1
8.58,70,77,5,3,4,1
7.51,98,86,6,0,3,1
7.89,71,57,4,3,3,0
8.67,87,85,6,1,0,1
6.09,63,99,7,1,6,1
7.16,65,81,1,1,6,0
6.67,50,82,7,2,4,0
5.63,58,74,3,2,1,0
7.55,77,65,5,1,2,0
9.71,70,81,7,1,2,1
5.36,84,52,6,0,3,0
7.17,72,66,7,0,2,0
7.84,64,48,7,0,4,0
7.32,100,62,4,1,3,1
7.09,68,80,5,1,0,1
5.9,87,78,4,2,4,1
7.43,63,72,4,2,2,0
6.44,80,74,4,0,5,0
5.01,83,47,6,2,3,0
8.39,73,67,5,0,2,1
8.16,34,63,6,2,0,0
7.25,70,63,6,0,6,0
7.43,88,79,1,2,4,1
8.27,77,60,5,1,3,0
7.42,76,64,4,1,1,0
8.1,44,44,5,2,4,1
6.9,59,68,6,0,2,0
8.51,76,57,5,0,6,1
7.52,76,73,7,1,6,1
7.39,88,59,6,2,4,1
5.93,67,73,5,1,6,0
7.49,76,70,6,0,1,0
6.37,70,93,2,1,2,0
6.56,55,78,1,1,2,0
6.38,36,48,3,1,1,0
6.13,76,55,4,3,6,0
9.32,72,72,4,1,1,1
8.53,60,59,8,0,5,0
9.12,45,33,5,0,4,0
5.98,79,89,5,1,3,0
7.27,66,81,4,2,0,1
5.91,78,78,4,0,0,0
6.5,97,64,4,4,2,1
6.28,37,77,5,0,3,0
8.44,59,62,5,1,3,0
6.8,66,74,5,0,3,0
8.27,91,60,5,3,4,1
7.8,45,91,6,2,3,0
9.5,99,51,3,0,2,0
5.72,72,88,6,3,5,1
8.46,68,72,5,0,2,0
8.35,67,65,5,2,2,0
6.23,63,74,4,2,4,1
8.21,85,81,4,2,6,1
7.54,53,89,4,3,5,0
6.97,75,76,8,3,1,0
6.38,64,60,5,4,3,0
6.48,58,72,8,0,1,0
9.25,100,95,5,0,6,1
7.2,76,89,3,1,2,0
7.98,79,83,5,2,2,0
6.41,87,82,2,1,5,0
6.42,48,81,7,0,6,0
8.28,96,87,6,2,4,1
5.85,32,66,6,4,1,0
6.78,58,54,5,1,3,1
7.23,63,72,5,0,5,0
7.31,78,61,8,0,3,1
7.02,73,58,4,0,1,0
7.6,67,62,6,2,2,0
7.89,69,100,5,3,5,1
7.93,55,73,8,0,3,1
6.21,47,76,6,1,4,0
6.92,80,56,8,2,3,1
8.39,80,48,5,0,3,1
8.09,93,61,3,1,6,1
5.83,58,90,5,2,2,0
7.55,80,76,6,2,4,1
5.22,65,79,6,1,2,0
7.25,87,81,1,2,1,1
9.1,85,64,5,0,4,0
6.25,73,90,4,0,5,0
6.37,64,63,7,0,4,0
7.96,84,90,3,1,2,1
5.66,79,77,5,0,2,0
6.57,59,48,4,0,5,0
7.8,50,62,4,2,2,0
6.57,65,48,7,1,5,0
6.96,92,87,4,0,2,0
7.94,87,71,3,0,6,1
7.62,53,43,2,1,5,0
7.47,52,76,5,0,0,0
6.86,89,65,5,1,4,1
7.57,52,52,4,2,2,0
7.08,77,93,5,0,2,0
7.66,60,73,2,0,3,0
6.7,94,68,7,0,3,1
7.02,58,66,6,0,2,0
6.21,87,52,8,4,3,1
7.16,72,55,7,1,2,1
6.39,73,88,4,1,0,1
6.09,40,65,4,2,3,0
7.46,36,72,6,0,3,0
7.41,66,45,3,0,4,0
7.98,73,54,4,2,4,1
6.77,53,79,3,3,5,0
7.61,53,76,5,1,3,1
7.75,78,94,5,1,0,0
7.64,78,89,3,2,4,1
6.37,67,69,1,0,4,0
7.35,81,78,6,0,3,0
7.56,52,67,1,0,4,0
7.21,64,98,8,1,2,0
5.11,94,86,3,0,1,0
7.36,71,74,5,1,4,0
9.41,71,74,4,2,2,1
6.84,100,90,2,1,3,1
6.47,49,79,5,0,3,0
7.57,81,92,5,1,3,1
7.51,94,43,7,2,3,1
8.39,65,77,6,0,0,0
5.94,82,65,2,0,6,0
7.93,55,94,3,1,4,1
7.79,59,92,4,0,3,1
7.06,75,72,3,3,2,1
7.54,81,91,5,1,1,1
8.23,86,95,8,0,4,1
8.07,93,72,5,2,2,0
6.06,68,100,6,1,2,1
8.02,87,71,5,0,3,1
7.14,64,69,6,0,3,0
7.27,83,83,3,1,4,1
7.27,73,67,6,0,4,0
7.05,76,73,7,0,5,1
8.39,76,90,3,0,2,0
7.12,45,72,4,0,4,0
6.08,53,49,8,2,1,0
6.81,71,76,6,2,3,1
7.38,44,62,4,2,3,1
8.43,82,83,5,1,2,0
7.8,83,81,4,3,3,1
6.35,74,91,5,0,5,0
9.69,53,83,4,0,1,0
7.46,90,86,4,1,3,1
8.48,100,63,5,1,6,0
7.05,72,82,6,1,3,1
7.73,77,97,7,0,4,1
8.04,73,63,3,0,5,0
8.42,77,95,6,1,2,1
8.26,68,64,4,3,2,0
8.07,69,60,4,1,4,0
6.88,83,75,7,0,4,1
6.63,100,81,5,2,1,1
7.53,48,83,3,0,2,0
8.13,68,59,3,0,3,0
6.98,52,77,5,0,5,0
8.27,93,63,6,2,3,1
8.65,61,52,8,2,6,1
6.28,48,59,6,1,6,0
6.36,79,62,7,0,4,1
7.06,96,78,6,0,4,1
7.51,79,86,7,0,3,1
6.68,73,52,2,3,1,0
8.55,76,76,7,1,3,1
7.62,91,56,4,0,3,1
7.24,56,80,7,2,3,0
5.76,68,63,2,1,4,0
5.88,63,58,6,4,3,1
7.48,52,82,6,2,4,0
5.07,65,64,8,0,3,0
8.21,86,67,6,2,2,1
7.04,78,43,4,1,3,0
10.0,79,84,5,0,6,1
9.51,72,82,4,2,5,1
7.02,77,72,3,1,2,0
7.09,57,52,4,0,3,0
8.2,65,87,3,1,6,1
8.9,72,63,5,1,1,1
5.56,74,66,7,0,2,1
5.41,74,100,7,0,2,0
6.58,67,62,2,1,3,0
7.78,64,81,2,0,3,0
7.7,100,79,4,3,1,1
8.27,83,77,4,0,4,1
6.0,76,75,3,0,1,0
4.88,66,76,4,0,4,0
8.06,63,75,5,1,3,0
6.37,68,71,5,1,3,0
5.18,74,91,5,1,1,0
7.35,41,54,4,0,4,0
7.99,46,85,6,2,3,0
7.08,60,82,6,0,3,1
6.74,73,81,4,0,3,0
7.04,66,86,3,0,4,0
6.83,92,70,4,0,0,0
5.85,47,47,3,1,1,0
6.49,58,71,5,0,2,0
7.72,92,59,3,0,4,1
7.52,71,62,5,2,3,1
7.37,83,55,3,0,4,1
6.2,100,65,6,2,4,1
7.02,59,64,1,2,5,0
5.02,68,41,5,0,3,0
7.38,65,81,3,1,2,0
8.63,40,100,1,1,5,0
5.73,65,79,7,0,2,0
6.61,83,69,5,3,3,1
7.53,78,71,3,1,2,1
8.45,79,66,5,3,5,1
6.75,64,73,5,2,3,0
6.51,60,71,5,0,2,0
5.23,89,61,4,0,4,0
7.3,62,93,7,0,2,0
9.24,74,52,4,2,6,0
7.48,72,81,4,3,3,0
7.18,91,70,4,1,4,1
7.52,84,96,6,0,2,0
7.19,50,76,7,0,5,0
6.39,52,67,6,2,5,0
8.02,78,68,6,3,4,1
7.43,69,72,8,0,5,0
7.22,63,57,5,0,1,0
6.22,85,62,6,0,6,1
8.5,72,48,8,0,4,0
7.86,70,60,1,2,5,0
6.65,81,73,5,1,4,0
8.2,64,75,6,1,2,0
6.7,93,46,7,1,4,0
6.42,58,70,7,0,1,0
6.44,79,79,6,0,4,0
5.43,91,69,7,2,3,1
7.67,49,63,5,2,2,1
5.37,64,66,1,1,6,0
5.97,87,64,1,0,5,0
5.12,87,63,5,0,5,1
7.11,67,74,4,0,4,0
7.05,58,100,5,1,4,1
6.87,84,62,4,1,4,1
6.16,87,67,7,1,1,1
6.03,52,71,4,2,5,0
7.66,51,63,7,1,5,1
6.65,73,86,7,1,4,1
7.52,79,41,5,0,6,1
6.31,65,65,4,2,3,0
7.38,80,82,6,1,3,1
8.5,59,68,6,0,6,0
7.79,38,61,4,1,3,1
6.79,63,77,3,1,4,1
7.46,70,83,4,2,3,1
6.96,65,74,3,3,4,1
7.21,52,61,4,1,4,0
6.87,42,77,4,2,4,0
7.04,62,66,5,0,3,0
7.41,83,81,8,1,2,1
6.21,88,91,5,2,4,1
6.18,87,38,7,1,5,0
5.81,57,73,6,1,0,0
5.6,52,49,6,3,1,1
5.98,77,100,4,0,1,1
7.36,79,65,4,0,6,1
6.31,76,81,6,2,4,1
7.71,39,71,7,2,6,1
7.23,56,61,5,3,3,1
5.23,69,60,1,1,3,0
7.85,77,92,6,2,4,1
8.01,81,84,4,2,2,0
6.21,72,97,1,0,3,0
7.62,74,72,6,2,3,0
6.34,71,75,5,0,2,1
7.3,80,68,5,0,3,1
5.94,74,68,7,1,1,0
5.41,70,58,5,0,2,0
6.82,65,73,5,0,2,1
7.08,71,61,4,0,4,0
6.8,77,77,4,0,2,0
6.02,74,74,6,0,2,0
6.8,75,75,4,1,1,0
7.47,90,93,3,2,3,1
7.16,73,71,3,3,4,0
7.38,60,81,5,2,5,0
6.53,83,98,5,1,5,1
8.37,49,88,5,2,2,0
6.02,53,86,5,0,1,0
7.69,75,68,3,0,2,0
8.38,77,74,5,2,6,0
7.68,51,54,7,1,4,0
7.0,64,78,3,2,0,1
6.67,60,75,5,1,1,0
8.24,62,72,5,0,3,1
5.78,84,85,6,3,2,1
6.23,80,56,3,1,5,0
6.8,69,93,7,2,3,1
8.44,61,83,5,2,4,1
7.58,49,71,6,0,3,0
6.23,91,70,4,0,2,0
6.89,78,78,6,0,3,0
6.59,59,91,6,0,4,1
6.49,80,73,4,0,3,0
8.18,68,73,4,1,3,0
5.83,65,72,5,3,5,1
8.81,76,95,3,3,1,1
8.03,58,67,6,2,3,0
8.29,64,71,2,0,2,0
6.74,71,91,3,0,4,0
7.05,62,73,5,2,0,1
5.77,80,86,3,0,4,0
6.68,98,60,8,2,1,0
7.69,58,69,7,3,1,0
8.5,45,91,5,1,4,0
6.09,39,63,6,2,4,1
6.83,67,70,7,0,5,0
7.05,60,75,4,2,3,1
5.8,73,59,6,0,3,0
7.79,71,66,3,0,4,1
6.48,45,73,4,2,2,0
7.0,42,72,5,2,0,0
6.75,74,88,6,1,2,1
6.41,72,92,2,1,2,1
7.19,63,60,4,2,2,0
6.98,45,73,5,2,6,1
6.83,77,80,4,4,5,1
6.47,89,91,6,3,6,1
7.52,74,81,5,2,6,1
8.85,57,75,4,2,3,1
7.34,70,80,3,1,2,1
8.2,49,80,5,0,3,0
5.81,85,59,5,0,5,0
7.36,71,74,3,2,3,0
6.1,43,90,4,2,3,0
5.72,65,69,4,1,1,0
6.46,76,73,3,1,3,0
8.39,65,68,5,0,3,0
8.15,65,41,6,0,3,1
7.44,51,72,5,1,5,0
5.67,78,75,6,1,1,1
7.0,60,65,3,3,6,0
7.5,37,56,4,0,0,0
7.38,64,60,5,1,6,1
5.36,84,81,5,1,3,0
6.31,64,97,5,4,4,1
7.14,96,89,6,3,2,1
7.74,76,54,5,1,4,0
5.0,75,83,3,4,5,0
7.04,68,63,5,1,1,0
7.34,68,64,6,0,1,1
8.05,66,65,8,1,2,0
7.89,65,81,5,0,2,0
7.78,77,84,5,1,1,1
6.4,55,70,5,3,4,0
5.29,53,70,7,2,2,0
6.81,53,78,8,0,4,0
8.2,100,79,6,0,5,1
8.59,77,87,5,0,4,0
7.91,74,55,2,0,1,0
7.63,54,72,6,0,3,0
7.58,79,58,6,1,3,1
6.64,68,71,6,2,2,1
7.07,73,69,3,2,2,0
8.87,55,71,5,0,6,1
6.26,72,61,4,0,4,0
8.81,63,52,6,0,1,0
6.88,58,44,4,0,3,0
8.53,81,70,5,1,2,0
5.79,46,66,4,0,6,0
7.79,78,63,1,1,6,1
6.46,80,89,5,3,2,1
5.78,56,60,3,1,3,0
7.42,57,90,5,2,3,1
8.21,66,93,7,0,3,0
6.36,74,46,8,3,2,0
5.7,67,73,4,0,4,0
7.11,76,66,6,0,2,1
7.11,96,34,4,0,4,1
7.75,62,53,7,0,3,0
8.15,44,82,6,1,4,1
7.14,82,98,2,4,4,1
9.06,95,83,4,2,3,1
7.42,75,76,4,1,4,0
6.85,53,71,6,1,3,0
5.59,68,93,4,1,1,0
6.94,53,99,5,2,2,1
6.86,79,64,5,2,2,0
8.16,49,46,8,1,1,0
7.66,65,44,7,2,4,1
6.02,54,89,4,2,3,0
7.37,71,71,6,0,1,0
7.87,64,74,6,0,5,1
8.73,72,48,7,2,4,1
8.09,70,62,2,3,3,0
7.96,55,68,4,1,2,0
7.26,79,74,4,4,2,1
7.59,69,66,4,0,3,0
8.45,55,58,3,1,5,0
5.87,100,61,5,1,2,0
6.85,77,87,5,3,3,1
6.43,67,75,5,0,6,0
7.58,91,79,5,1,4,1
8.43,97,60,2,0,3,0
6.6,67,33,7,1,4,1
4.81,75,65,7,3,5,1
6.79,55,60,5,0,3,0
8.11,67,76,7,2,5,1
7.74,67,100,3,3,3,1
7.63,72,81,6,0,5,0
6.92,74,100,3,2,6,0
5.92,78,79,4,0,3,1
7.72,73,63,4,0,4,0
6.37,51,76,5,1,4,0
9.38,55,95,4,2,4,1
7.77,61,95,5,1,5,1
6.62,65,64,4,0,0,0
6.59,85,75,7,3,4,0
7.11,52,53,5,2,4,0
6.96,64,82,3,0,4,0
8.32,84,92,4,1,4,1
7.39,65,72,6,0,0,0
6.47,76,63,4,0,3,0
9.09,67,76,5,1,5,1
7.25,73,77,5,1,6,1
7.97,66,73,4,0,2,0
6.59,80,74,4,2,3,1
7.56,46,69,5,0,5,0
7.51,64,84,3,1,4,0
5.31,74,81,4,0,4,0
9.22,78,59,2,1,0,0
8.49,92,58,4,0,4,0
6.8,64,68,4,1,4,1
6.1,92,81,8,1,4,1
7.55,60,73,5,0,4,0
7.29,89,63,6,0,3,1
7.56,82,75,2,1,6,1
7.39,56,67,3,0,4,0
7.71,74,83,6,1,3,1
8.65,69,76,5,1,6,0
7.77,79,67,3,2,5,1
6.15,66,75,4,4,5,0
8.56,65,89,5,1,3,1
8.84,90,64,6,2,3,1
10.0,68,77,2,2,2,0
6.08,82,71,5,3,2,0
7.44,66,77,6,0,3,1
5.12,94,63,8,2,3,0
7.75,59,73,6,3,2,0
6.65,60,86,4,1,6,0
9.12,92,59,6,0,3,1
6.43,63,54,6,4,3,0
5.51,94,55,6,1,3,1
6.73,83,56,6,1,1,0
5.22,67,79,7,2,5,0
7.95,42,53,3,0,2,0
5.13,69,68,3,0,4,0
7.23,71,80,6,1,4,1
5.12,87,77,4,1,3,0
6.88,93,66,2,2,3,1
8.84,59,74,4,1,2,1
7.56,82,73,6,2,2,1
6.34,81,69,3,0,3,0
7.17,86,69,5,1,4,1
7.22,77,100,1,0,3,1
7.67,40,82,3,1,2,0
5.83,67,100,4,3,1,0
7.79,52,65,3,0,4,0
4.5,66,70,6,2,3,1
6.57,84,54,7,0,1,0
6.71,74,61,6,0,4,0
7.83,87,96,4,0,2,1
7.22,75,65,5,2,3,1
5.79,50,96,3,0,2,0
6.22,32,55,4,2,6,0
7.4,72,58,5,2,2,0
7.12,66,67,6,0,3,1
6.62,55,71,3,1,6,0
6.72,44,84,4,1,2,1
7.9,58,77,7,3,4,1
6.68,67,66,4,0,2,0
7.11,79,70,7,0,1,0
9.37,72,67,8,1,4,0
5.78,94,60,5,2,5,1
5.35,54,60,4,2,3,0
7.98,83,85,6,3,4,1
6.52,70,48,3,3,4,0
6.88,80,93,4,0,3,1
6.42,63,67,6,1,4,0
6.94,86,61,4,2,2,0
8.8,74,81,3,3,3,1
8.0,59,91,5,0,3,0
8.06,69,86,6,1,5,1
5.78,66,78,3,3,2,0
6.05,77,86,4,1,4,1
4.36,52,49,3,1,2,0
6.39,69,65,4,3,2,1
8.16,75,60,6,2,4,0
7.72,70,87,6,0,4,1
6.98,90,67,5,0,3,0
7.18,81,82,1,1,2,0
6.51,69,78,3,3,5,1
7.4,73,60,3,4,1,0
7.97,74,64,4,2,4,0
5.58,76,88,3,1,4,1
7.5,42,61,4,0,4,0
8.13,65,73,2,2,6,1
6.78,47,61,6,1,4,1
7.9,89,67,6,1,2,1
10.0,69,71,5,1,3,1
7.1,67,61,3,1,3,1
7.59,83,59,7,3,0,1
6.46,76,75,8,0,5,1
7.38,53,61,3,2,1,0
7.66,68,61,6,1,4,0
7.39,64,59,6,2,4,0
6.18,43,70,5,2,5,1
7.41,59,84,4,0,3,0
8.66,67,91,5,0,4,1
7.65,68,62,5,0,2,0
8.16,47,99,4,0,4,0
6.96,87,58,7,2,2,0
7.95,68,86,6,0,5,0
7.48,70,62,4,1,2,0
6.25,76,60,5,0,2,0
7.52,58,62,5,1,3,0
6.21,76,71,3,2,4,0
6.57,64,79,4,0,4,0
7.39,56,80,7,1,2,0
7.5,78,59,5,2,1,0
6.01,92,59,3,0,2,0
8.25,80,60,3,2,3,1
7.77,83,70,5,0,3,0
6.5,62,69,5,0,3,1
5.66,46,59,4,1,4,1
7.06,92,75,5,0,3,0
6.75,100,100,2,2,6,1
7.31,93,65,3,0,2,1
6.84,64,66,5,0,4,0
5.19,52,79,2,1,4,0
6.81,54,64,7,1,2,0
6.89,44,80,3,2,3,0
7.83,68,62,5,0,3,0
6.5,94,95,4,2,2,1
8.88,67,76,4,4,3,1
5.29,74,63,6,1,3,1
8.51,90,64,5,2,2,0
6.98,63,65,6,1,3,1
8.06,100,89,5,0,3,0
7.28,99,55,5,0,1,0
8.34,68,63,6,0,1,0
6.81,61,64,5,4,4,0
6.1,80,71,5,0,4,0
8.62,64,68,6,1,6,0
7.09,52,52,7,0,1,0
7.42,89,66,4,2,1,0
8.43,88,70,5,0,1,0
6.17,72,63,3,2,3,1
7.8,51,80,4,0,4,0
6.61,51,83,4,3,3,1
7.07,71,70,6,2,4,0
7.27,62,74,5,2,4,0
5.7,64,43,6,0,6,0
6.42,85,66,1,0,1,0
8.55,80,85,5,3,1,0
8.09,90,66,7,0,2,1
7.14,55,62,3,0,0,0
7.44,64,100,2,1,6,0
6.91,81,95,4,0,2,1
8.56,76,78,6,0,3,1
7.0,92,86,5,1,2,0
7.43,76,43,5,1,2,0
8.35,97,61,5,0,2,0
6.42,78,65,4,1,2,0
8.76,85,68,6,1,4,1
5.67,65,65,3,2,6,0
8.83,70,38,4,0,3,0
6.83,83,77,5,1,3,1
6.96,94,79,6,1,0,1
5.31,80,92,6,1,5,1
6.75,68,61,6,0,0,0
6.16,90,60,4,0,5,0
6.59,37,37,3,2,3,0
7.06,48,68,3,0,2,0
8.16,80,83,7,2,3,1
7.41,70,64,7,3,6,1
7.51,79,99,8,1,2,1
6.1,70,68,2,1,2,0
6.32,78,73,5,0,1,0
9.0,57,54,5,3,3,0
6.46,78,75,6,2,1,0
8.86,84,46,5,2,4,1
6.96,88,81,6,1,5,1
7.2,100,81,4,2,6,1
8.27,73,89,3,2,1,1
8.47,74,58,3,0,3,0
7.09,47,74,1,1,1,0
6.81,62,79,4,1,3,0
7.14,67,77,3,0,5,0
7.54,85,60,4,2,3,0
8.09,60,40,5,0,5,0
7.2,81,76,7,1,5,1
7.82,69,70,6,0,2,0
8.84,67,64,4,0,4,1
7.58,73,81,3,1,0,0
7.51,64,71,3,4,3,1
5.68,63,54,8,1,2,0
4.57,44,46,5,0,6,0
7.59,66,57,3,1,3,0
7.11,62,100,6,0,4,1
6.69,62,81,4,0,4,0
7.44,76,74,7,0,4,1
7.14,79,69,4,0,4,0
8.33,73,68,4,1,2,0
7.29,84,87,5,1,4,0
6.45,78,65,7,0,3,1
8.19,65,79,7,2,3,1
6.98,63,67,5,0,0,0
7.73,74,97,3,3,2,0
6.72,78,81,4,1,6,1
6.55,90,88,8,0,2,0
7.28,87,64,5,4,3,1
7.21,61,85,6,0,2,0
7.68,68,67,4,1,1,1
6.93,80,73,5,0,2,0
5.36,86,93,4,2,3,0
6.77,84,58,6,1,5,1
7.99,69,74,7,0,2,0
6.9,51,77,5,0,2,0
6.95,55,78,5,2,3,1
8.19,74,66,4,0,3,0
6.49,75,99,3,0,5,0
5.66,53,55,7,1,3,1
7.04,70,90,4,2,3,0
6.72,79,87,6,0,3,1
6.23,52,96,6,0,4,0
7.02,86,51,6,2,3,0
7.69,64,60,7,0,2,1
7.19,88,91,5,1,1,0
7.51,61,47,7,4,6,0
9.01,54,51,3,2,5,0
6.86,63,65,5,0,0,0
7.48,68,74,6,0,5,1
6.69,64,92,4,0,3,0
6.35,66,69,6,3,3,0
6.62,75,64,6,4,0,0
6.72,67,76,6,0,4,0
7.56,69,78,4,2,2,0
9.55,44,77,5,2,4,1
6.48,75,69,4,0,0,0
6.78,68,46,6,0,4,1
7.14,94,60,5,0,0,1
7.6,55,90,5,1,2,0
7.46,42,74,4,3,2,0
8.48,79,67,3,3,2,1
4.77,75,86,3,0,3,1
4.81,54,57,2,0,2,0
6.7,47,69,5,1,6,0
8.3,93,73,6,2,3,1
5.63,91,66,1,1,3,0
4.19,32,73,2,1,2,0
7.77,63,69,5,1,3,1
7.44,94,53,6,0,1,1
6.11,62,74,3,1,4,0
6.21,62,54,4,4,2,0
6.23,65,74,4,0,4,1
7.31,53,89,4,1,3,0
6.57,44,68,3,0,6,0
7.69,85,56,4,1,2,1
4.35,42,70,6,1,0,0
6.34,73,61,5,1,3,0
6.07,83,79,3,3,6,1
6.94,48,70,5,1,4,1
6.66,56,94,5,1,1,0
8.0,88,87,7,0,3,1
5.34,77,70,4,2,5,1
7.25,60,81,6,0,0,0
7.76,88,66,6,2,2,0
9.06,88,72,3,0,5,0
6.72,74,67,7,0,5,0
7.52,56,81,5,0,4,0
5.4,63,90,5,4,6,0
4.81,74,82,3,0,1,0
8.04,67,83,4,0,3,0
7.19,84,83,5,0,4,1
8.38,47,79,4,0,4,0
5.83,47,57,5,0,4,0
7.72,72,94,4,1,5,1
9.07,62,95,5,0,3,0
7.62,60,68,5,1,0,0
7.48,43,67,1,0,3,0
7.21,70,79,5,1,4,0
5.63,69,79,4,1,2,1
8.56,79,69,4,0,5,0
6.59,71,55,3,1,2,0
7.7,68,75,3,0,0,0
5.64,87,79,3,0,3,1
6.02,50,81,7,1,4,0
8.64,78,76,4,1,2,1
6.85,44,68,2,1,4,0
8.65,57,84,3,0,3,0
7.12,51,72,2,0,2,0
5.36,81,65,5,0,1,0
8.09,69,69,3,1,4,0
6.61,69,49,5,1,3,0
7.9,53,69,4,0,5,1
7.23,65,80,6,2,3,1
5.66,58,76,4,0,2,0
7.36,75,91,5,4,2,0
9.4,55,68,6,0,1,1
7.69,89,78,4,2,3,1
7.14,44,82,6,1,3,0
8.28,57,100,5,3,4,1
7.41,95,73,4,0,2,1
7.41,63,58,5,1,2,1
6.11,50,83,8,0,1,1
7.43,73,96,5,4,2,1
8.24,62,67,7,4,3,1
6.36,57,82,3,0,6,0
8.62,53,87,5,1,4,1
7.11,100,85,7,1,4,1
6.31,66,73,4,0,2,0
8.2,41,62,8,0,1,1
6.91,92,70,3,4,2,0
7.96,79,77,7,1,2,0
6.91,58,83,4,0,3,0
7.14,56,76,2,0,2,0
7.69,80,67,7,0,5,0
7.49,66,79,4,1,6,1
5.2,41,83,1,0,2,0
6.08,96,76,3,1,4,0
8.13,63,61,5,0,4,1
7.07,92,69,8,0,2,0
6.68,89,84,3,0,5,0
5.84,54,54,5,3,2,0
6.12,85,44,3,0,4,0
5.18,60,91,6,2,2,0
7.1,41,78,3,0,3,0
6.6,63,79,4,1,3,0
6.23,75,58,3,0,5,0
7.13,63,81,5,2,1,1
7.56,65,75,7,2,1,1
9.29,87,51,5,0,3,1
5.69,71,90,2,0,1,0
8.36,57,74,5,2,4,0
8.17,80,66,6,0,4,1
6.42,72,67,3,1,5,1
7.4,32,45,2,0,4,0
6.74,76,79,3,1,5,1
7.39,75,75,6,1,4,1
8.71,70,69,5,0,6,1
7.81,83,88,5,1,2,1
7.71,59,54,4,1,3,0
6.77,75,64,4,0,6,0
5.72,46,60,8,1,4,0
6.99,76,68,4,1,5,0
8.41,99,72,7,0,0,1
5.67,55,77,5,4,5,1
6.14,58,67,3,2,4,0
7.33,59,60,5,0,2,0
6.22,71,93,7,2,0,1
6.41,54,100,4,0,2,0
6.78,76,73,7,1,5,1
5.83,82,62,4,0,4,0
6.23,78,91,5,2,5,1
7.9,43,53,6,2,3,0
5.89,84,67,7,1,6,1
5.6,84,62,5,0,3,0
6.57,82,56,5,0,2,1
7.93,75,68,1,1,2,0
7.0,73,60,4,0,6,0
6.74,85,72,4,0,2,0
7.24,98,72,3,2,2,1
5.45,55,63,4,2,0,0
7.69,86,67,4,0,2,0
7.58,68,68,8,0,5,1
6.79,68,82,5,2,3,1
8.21,46,70,4,3,4,0
6.07,65,82,8,1,6,1
8.33,55,79,3,0,3,1
7.35,63,79,5,2,5,1
6.86,53,90,5,2,2,0
7.18,63,57,2,0,6,0
7.09,63,65,6,1,1,0
8.42,71,94,3,1,4,1
6.12,45,68,3,1,4,0
6.44,48,35,3,2,2,0
8.24,75,69,7,1,3,1
6.6,58,73,5,2,2,1
8.1,86,37,5,1,1,1
8.9,73,89,5,0,3,1
6.8,79,62,4,1,6,0
7.88,91,76,5,2,3,1
6.05,65,69,4,4,3,1
7.95,61,55,3,1,0,0
7.4,83,58,5,0,1,1
7.67,77,59,3,4,3,0
6.55,67,86,3,1,6,1
5.54,90,70,6,3,5,1
7.7,66,65,5,0,2,0
5.14,70,59,5,0,3,0
6.88,70,87,4,0,3,1
8.14,55,91,4,2,4,1
7.39,71,87,5,3,4,1
9.15,90,78,6,1,4,1
8.23,76,75,5,0,0,1
6.55,70,56,8,0,6,0
7.23,67,68,8,1,1,0
7.15,74,63,4,1,3,0
5.62,81,48,6,2,5,1
6.26,79,85,5,0,3,0
6.64,65,62,5,1,1,0
5.16,74,87,2,0,2,1
7.25,77,83,5,1,3,1
6.95,54,79,7,1,1,0
5.53,72,79,6,3,3,1
7.6,37,64,6,1,2,0
7.92,77,96,3,1,5,0
7.43,79,72,4,0,1,0
6.88,81,75,4,3,4,0
7.79,64,63,4,0,3,0
7.88,74,59,5,0,3,0
7.51,91,78,4,3,2,1
6.38,91,74,5,2,4,0
7.48,69,61,4,1,4,0
